board,tokens
Tech_Job,新聞 台積電 未來 4 年 美 投資 千億 元 今天 下午
Tech_Job,討論 掏空 台積 大成功 吧
Tech_Job,討論 當初 那些 嫌棄 gg 去 發 哥 想 什麼
Tech_Job,請問 這 四 個 科系 要 怎麼 選
Tech_Job,新聞 台積電 赴 美 投資 經長 爭取 研發 中心 留 台
Tech_Job,情報 開獎
Tech_Job,新聞 緯創 全球 大 擴廠 為 滿足 新 產線 人力 連 開
Tech_Job,新聞 跌出 美元 俱樂部 股價 跌 逾
Tech_Job,新聞 台灣 半導體 地位 無法 撼動 郭智輝 要
Tech_Job,新聞 三 男 轉賣 英偉達 芯片 遭 新加坡
Tech_Job,討論 女 工程師 通常 嫁給 哪 種 人
Tech_Job,請益 請益
Tech_Job,新聞 輝達 新型 要 長時間 思考 需要 算力
Tech_Job,新聞 時代 眼淚 微軟 skype 今年 5月 壽終正寢
Tech_Job,請益 研究所 科系 選擇
Tech_Job,新聞 扎克伯格 開會 內容 遭 洩密 開除 20 名 員
Tech_Job,新聞 記憶體廠 競用 陸企 技術 可能 引發 美國 關
Tech_Job,新聞 台積電 員工季 分紅 開獎 工程師 年薪 400萬
Tech_Job,討論 爭取 研發 中心 留 台灣 什麼 意思
Tech_Job,新聞 台灣 無人機 出海 戰略 三 大 路線 誰 能 切入 兆
Tech_Job,新聞 聘任 簡禎富 為 新任 總經理 協助 加速 數位 轉型 串聯 半導
Tech_Job,新聞 英特爾 俄亥俄州 兩 晶片廠 大幅 延期 至少 延
Tech_Job,討論 七 天 假 回來 後 園區 會 額外 再 補 嗎
Tech_Job,新聞 民本 調查 台積 2 奈米 赴 美 8成5 反對
Tech_Job,請益 選擇
Tech_Job,新聞 金管會 擬 要求 上市櫃 公司 加薪 業界 強制
Tech_Job,新聞 超微 終於 交出 財報 股價 盤後 狂飆 免
Tech_Job,請益 南科 聯電 光罩 服務 工程師 研替
Tech_Job,心得 技術員 開獎
Tech_Job,討論 有 一 說 一 大 通膨 不 台積 太多
Tech_Job,新聞 蘋果 宣布 美 投資 5000億 美元 拉 鴻海 前進
Tech_Job,新聞 蘋果 股東 投票 決定 維持 dei 政策
Tech_Job,新聞 雲端 部門 傳出 裁員 人數 不明
Tech_Job,新聞 傳 百度 月 中旬 推 下一代 大 模型 文心
Tech_Job,討論 養 1 個 全職 竹科 太太 孩 年 收入 要 多少
Tech_Job,討論 換 個 方式 問 竹科 先生 自己 家庭 期
Tech_Job,新聞 科技 匪諜戰 台 上演 台積 條款 入 國安法
Tech_Job,轉錄 工程師 急診室 醫生 哪 個 比較 有 挑戰性
Tech_Job,新聞 記憶體 也 落敗 韓 智庫 5 大 半導體 技術
Tech_Job,情報 免費 職涯 諮詢
Tech_Job,心得 一 堆 只 會 看 只 想 看 做 得 很 漂亮 ppt 害蟲
Tech_Job,新聞 被 超越 ai 競賽 進入 新 局面
Tech_Job,新聞 傳 台積電 擴大 2 奈米 產能 月產能 上看 10萬 片
Tech_Job,新聞 微軟 傳 大砍 算力 前景 添 疑慮 牽動 廣達
Tech_Job,新聞 台積 熊本 二 廠 傳 延後 動工 公司 回應 計畫
Tech_Job,新聞 聯發 紡織 竹北廠 停產 緯創 ai 太旺 租下 廠房
Tech_Job,新聞 微軟 傳 大 砍 算力 前景 添 疑慮 牽動
Tech_Job,新聞 新創 公司 設計出 家庭 人形 機器人 雛型 ai 扮
Tech_Job,討論 巨城 老遠百 竹北 遠百 工程師 比較 推 哪 間
Tech_Job,新聞 英特爾 製程 傳良率 欠佳 僅 下
Tech_Job,新聞 台灣 無人機 聯盟 訪 歐 告捷 攜手 捷克 波蘭
Tech_Job,請益 職缺 請益
Tech_Job,新聞 工程師 遭 騙 555萬 元 怒 揭詐團 手段 彷彿
Tech_Job,徵才 內 推 華碩 電腦 職位 徵才
Tech_Job,科技業 平均 一 間 公司 待 幾 年
Tech_Job,新聞 僱用 碩士 起薪 科技業 積極 搶 才
Tech_Job,討論 假設 台積電 變成 普通 晶圓廠
Tech_Job,討論 換 個 方式 問 竹科 先生 自己 家庭 期待
Tech_Job,新聞 台積電 2 奈米 月產能 年底 上看 8萬 片
Tech_Job,討論 發文 挖 工程師 家 底 不 怪怪
Tech_Job,新聞 英特爾 宣布 奈米 上 半 年 試產 領先 台積電
Tech_Job,討論 內部 瘋傳 聲明 要 內戰
Tech_Job,請益 該 為了 未知 分紅 去 談 on board 時間 嗎
Tech_Job,面試 幾 間 面試 請益
Tech_Job,請益 自動化 設備 裝機 助理 工程師
Tech_Job,新聞 高雄 p4 p5 廠 環評 中 陳其邁 市府 會 台
Tech_Job,新聞 晶片 大神 痛 批 分拆 英特爾 業務
Tech_Job,新聞 力爭 全球 ai 老三 韓國 宣布 開發 本土 chatgpt
Tech_Job,請益 帝奧 公司 評價
Tech_Job,新聞 蘋果 5 g 晶片 處女秀 降低 依賴 高通
Tech_Job,請益 小白 之 職涯 規劃 請益 機構
Tech_Job,新聞 大 裁 3600 名 員工 meta 高層 薪酬 大加碼
Tech_Job,新聞 華為 創辦人 告訴 習近平 中國 缺乏 晶片
Tech_Job,新聞 財報 開獎 倒數 華爾街 這樣 看 20
Tech_Job,討論 開會 解決不了 事情 只有 增加 工作量
Tech_Job,情報 準備好
Tech_Job,討論 豬屎屋 不 發 獎金 說 實在 也 還好 吧
Tech_Job,請益 要不要 出國 讀 碩
Tech_Job,新聞 大 代工廠 擬 赴 美 投資 業界 傳 美 將 打造 德
Tech_Job,新聞 三星 來 台 挖角 人才
Tech_Job,情報 臺大 校園 徵才 博覽會
Tech_Job,新聞 伺服器 機殼 族群 走旺 晟銘電 q1 營運 有 看頭
Tech_Job,討論 低卡 科技 業板 炸鍋
Tech_Job,新聞 三星 力挽狂瀾 將 台 招募 半導體 工程
Tech_Job,討論 有 沒有 皮卡 準備 裁員 八卦
Tech_Job,新聞 最 聰明 人工 智慧 馬斯克 推
Tech_Job,新聞 黃仁勳 未來 每 個 人 都 有 自己 導師
Tech_Job,新聞 英特爾 首席 工程師 疾呼 別 賣給 台積電
Tech_Job,新聞 台積電 美國廠 3 挑戰 曝光 魏哲家 坦言 我
Tech_Job,討論 智邦 年薪
Tech_Job,新聞 聯發科 分紅 每 人 估 領 91萬 員工 加薪 同步
Tech_Job,新聞 黃仁勳 曾 請 攝影師 某 失職 主管 臉部 特
Tech_Job,新聞 聯發科 分紅 縮水 7 年 工程師 只 領 個 月
Tech_Job,新聞 人形 機器人 正 火熱 中 蘋果 meta 都 有
Tech_Job,聘書 大聯大 of fer
Tech_Job,新聞 接手 intel 美國廠 台積電 好事
Tech_Job,討論 金山街 vs 關埔 vs 竹北 工程師 最 愛 住 哪
Tech_Job,討論 嘉義 科學園區 限制 引進 晶圓 製造 很 奇怪 嗎
Tech_Job,新聞 美 再 鍘 傳 美 設備 大 廠 駐 廠 人員 全面 撤離
Tech_Job,新聞 群聯 台積電 員工 超 猛 swag 情人節 邀 14科
Tech_Job,討論 金山街 vs 關埔 vs 竹北 工程師 最 愛 住 哪
Tech_Job,新聞 尹啟銘 籲 政府 找 對策 台積 勿 亮 底牌
Tech_Job,情報 開獎
Tech_Job,討論 台達電 股價 被 亡靈 詛咒 嗎
Tech_Job,請益 職缺 請益
Tech_Job,情報 聯發科 2454 開獎
Tech_Job,新聞 台積電 借 英特爾 擴張
Tech_Job,新聞 綁架 中 企業 外媒 中共 阻止 鴻海 轉向 印
Tech_Job,新聞 馬斯克 將 創 ai 工作室 喊 讓 遊戲 再次 偉大
Tech_Job,新聞 三星 力挽狂瀾 將 台 招募 半導體 工程師
Tech_Job,新聞 去年 12月 總薪資 平均 近 刷新 高 金飯
Tech_Job,新聞 赴 美 提告 華碩 侵權 專利 勝訴 華碩 判賠
Tech_Job,新聞 台積電 內部 共識 加速 先進 製程 赴 美
Tech_Job,新聞 陽明 交大 突破性 技術 讓 ai 更 聰明
Tech_Job,新聞 接手 英特爾 美國廠 彭博 台積電 考慮 點頭
Tech_Job,討論 台積電 變成 日本 東芝 可能性
Tech_Job,新聞 白宮 官員 川普 應 不會 支持 外企 經營 英特爾
Tech_Job,新聞 紐時 披露 台積電 高層 1月 美 商務部長 會談
Tech_Job,新聞 占 股權 7成 外資 恐 拒 台積 跳錢坑
Tech_Job,新聞 價格 加速 下跌 創 近 年 來 最 大 降幅
Tech_Job,新聞 晶片 補助 傳 凍結 徐秀蘭 環球晶 沒 收到 通
Tech_Job,新聞 台大 電資 學院 學生 停修 演算法 增至 13
Tech_Job,新聞 華爾街 施壓 台積電 救 英特爾 公然 搶劫
Tech_Job,請益 科林 研發 製造 原 泰洛斯 風氣
Tech_Job,新聞 卸下 台積電 董事長 劉德音 最 新 動向 曝光
Tech_Job,新聞 擺脫 低薪 35 歲 洗碗工 轉戰 半導體 月收 激
Tech_Job,新聞 日本 ai 研究 第一 人 這樣 評價 deepseek
Tech_Job,討論 穩定性
Tech_Job,新聞 英特爾 晶圓廠 傳獲 一 大 奧援 分拆 後
Tech_Job,新聞 資深 工作者 年薪 前 10 名 數位 ic 設計 工程
Tech_Job,新聞 台積 赴 美 董事會 檯面 下 祕議 傳 川普 拋 三
Tech_Job,新聞 科技 圍堵 產能 過剩 中國 晶片 設備 採購量
Tech_Job,新聞 對抗 ai 新秀 百度 下 半 年 推文 心
Tech_Job,聘書 現職 vs 海馬
Tech_Job,新聞 狂 酸 馬斯克 阿特曼 頻 出 怪招 只 想 拖慢
Tech_Job,新聞 川普 再 控 台灣 奪走 晶片 生意 誓言 搶回
Tech_Job,新聞 台積電 決議 加速 先進 製程 赴 美
Tech_Job,討論 會不會 出賣 台積電 呢
Tech_Job,新聞 傳 美 政府 介入 要 台積電 救援 英特爾
Tech_Job,聘書 選擇
Tech_Job,討論 為什麼 不 荷蘭 合作 看看
Tech_Job,討論 川普 vs 台積 難怪 日本 rapidus 要 蓋 2nm 晶圓廠
Tech_Job,討論 一 位 亞麻 l7 過度 投入 工作 離婚
Tech_Job,新聞 台積電 輝達 聯發科 員工 看過來 swag 情
Tech_Job,新聞 要 賣 晶片 路透 爆料 arm 授權 客戶 挖
Tech_Job,新聞 台積電 嘉義 先進 封裝廠 招募 技術員 報名額
Tech_Job,新聞 劉揚偉 今年 營收 一定 破 7兆
Tech_Job,請益 華邦路 竹 蝕刻 部門 hm 44
Tech_Job,討論 工程師 為何 都 很 老 才 去 相親 交 女友
Tech_Job,新聞 自研 晶片 下單 台積電 奈米
Tech_Job,新聞 受 關稅 壓力 大廠 台灣 華擎 擬 撤離 中國
Tech_Job,新聞 評鑑 台達電 四 度 拿 雙a
Tech_Job,新聞 台積電 董事會 首 美 召開 關注 是否 加速 先
Tech_Job,請益 選擇
Tech_Job,問卷 科技業 從業 人員 職涯 發展 動機 研究 問卷
Tech_Job,新聞 華碩 搶攻 智慧 眼鏡 市場 不 到
Tech_Job,轉錄 七七 新 影片 臺積電 被 美國 員工 告
Tech_Job,新聞 人類 智慧 同步 喪失 中 研究 genai 工具 使
Tech_Job,情報 台積 公司 董事會 決議
Tech_Job,新聞 台積電 員工 分紅 金額 創高 平均 每 人 領 18
Tech_Job,情報 台積電 員工 分紅 平均 每 人 200萬餘 元
Tech_Job,討論 能 判 案 發現 矛盾 dp 直接 硬 判
Tech_Job,新聞 特 大戶 傳 台積電價 4月 再 漲 1成
Tech_Job,新聞 台積 大投資 銀彈 上膛 美 召開 董
Tech_Job,請益 工程師 乾眼症 脈衝光 有效
Tech_Job,新聞 台大 碩班 報考 創 4 年 新高 資工 ai 聯招 搶破
Tech_Job,新聞 台積電 傳 進駐 沙崙 人人 唱衰 專家 後悔藥
Tech_Job,新聞 歐洲 晶片 三角 台灣 半導體 供應鏈 版圖 擴
Tech_Job,新聞 準備 下 週一 裁員 同時 加快 招募
Tech_Job,討論 南部 不 已經 變成 台積電 形狀
Tech_Job,新聞 已婚 裝 單身 女 遇 台積電 渣 男 工程師 失
Tech_Job,面試 工作 機會 請益
Tech_Job,新聞 大 裁員潮 要 來
Tech_Job,新聞 震撼 台積電 地震 受損 53億 元 第1 季 營收
Tech_Job,討論 算 不 算 失敗 通信 技術
Tech_Job,新聞 首 款 自研 ai 晶片 今年 設計 完成 台積
Tech_Job,新聞 聯發科 元月 營收 重返 500億 業績 挑戰 雙
Tech_Job,新聞 技術 抄襲 過度 炒作
Tech_Job,新聞 中國 擬 製定 反 壟斷 調查 名單 下 一 波 恐
Tech_Job,討論 疑 台積 副處長 鬧 yoasobi 演唱會 不滿 實名制
Tech_Job,新聞 新創 公司 figure 改變 人形 機器人 戰略
Tech_Job,請益 金控 資訊 對標 台資 系統廠 工程師 都 幾
Tech_Job,請益 內湖 國科 企業
Tech_Job,新聞 急 單 湧 1月 營收 創 歷史 新高 年增
Tech_Job,新聞 計畫 透過 星際 之 門 打造 個數
Tech_Job,新聞 honda 破局 後 外媒 爆 nissan 願意 找 台灣
Tech_Job,新聞 格羅方德 人事 大 變動 傳 前執行長
Tech_Job,心得 證券 it 工程師 年薪 分享
Tech_Job,請益 中年 職業 生涯 請益
Tech_Job,討論 今日 補班日 有 誰 要 上班 要 扣假
Tech_Job,新聞 kobe 上身 輝達 助 機器人 完美 模仿 運
Tech_Job,新聞 因應 美國 最 新 管制 措施 台積電 中國 大 批
Tech_Job,新聞 廣達 營收 月 元 年 月 雙增
Tech_Job,新聞 台積電 首 季 董事會 將 美 登場 國發會 主委
Tech_Job,討論 真的 開源 錯 大錯特錯
Tech_Job,活動 永豐 圖靈 計畫 實體 說明會
Tech_Job,新聞 橫空 出世 誰 敲響 警鐘
Tech_Job,新聞 聯電 碩士 工程師 偷拍 女 同事 大腿 內褲 4 次
Tech_Job,新聞 罵 2 小時 150 位 主管 沿 牆 排排 站 輝達 員
Tech_Job,新聞 deepseek 模型 洩漏 生物 武器 機密 anthropi
Tech_Job,新聞 廣達 結構 調薪 開獎 全 員 都 有 加薪幅
Tech_Job,請益 選擇 想 知道 產業 建議
Tech_Job,請益 代 po 廣達 of fer 請益
Tech_Job,新聞 貧富 差距 擴大 經濟學家 世界 過度 投資 科
Tech_Job,情報 老高 講 好 生動
Tech_Job,新聞 比爾蓋茲 英特爾 基本 上 迷失 方向 要 再
Tech_Job,討論 有 技師牌 科技業 有用 嗎
Tech_Job,新聞 台中 40 歲 工程師 連 6 年 健檢 滿江紅 不
Tech_Job,新聞 開始 試產 奈米
Tech_Job,情報 曝光機 王子 開獎
Tech_Job,新聞 pebble 手錶 即將 回歸 其 可以 開拓出 蘋果 手
Tech_Job,新聞 跟進 檢討 多元 政策 放棄 僱
Tech_Job,新聞 獨家 還原 電子 五哥 轉 美國 製造 現場
Tech_Job,新聞 度 偷拍 女 同事 裙 下 風光 聯電 碩士 員工 頭
Tech_Job,新聞 補班日 不 上班 4 代工廠 明 放假 這 家 加
Tech_Job,問卦 下 一 步
Tech_Job,新聞 deepseek 賴清德 速建構 主權 ai
Tech_Job,情報 亞馬遜 電話會 全文 ai 千載難逢
Tech_Job,討論 聯電 vs 中芯 誰 技術 比較 好
Tech_Job,新聞 官員 陸續 扺制 deepseek 傅聰 不要 低
Tech_Job,討論 聯電 未來
Tech_Job,情報 肉鬆 結構
Tech_Job,討論 學校 老師 說 他 30 年 前 就 打算 做 星鏈
Tech_Job,新聞 蘋果 棄守 ar 眼鏡 以及 ai 落後 顯示
Tech_Job,新聞 openai 無意 控告 deepseek
Tech_Job,心得 面試 日月光 高雄廠 儲備 幹部
Tech_Job,新聞 超越 理解 極限 設計 晶片 太 複雜 連
Tech_Job,聘書 of fer 請益 內 有 四 位 選手
Tech_Job,請益 數字 雲端 就 浪潮 嗎 還是 算 子公司 啊
Tech_Job,請益 有 ai 後 英文 能力 還 會 重點 嗎
Tech_Job,討論 結構 調薪 引發 新人 老人 互鬥
Tech_Job,討論 科技 裁員
Tech_Job,新聞 下 重本 押寶 宣布 投入 用於 a
Tech_Job,徵才
Tech_Job,請益 離職 繳回 獎金 還 要 課稅
Tech_Job,討論 一 出 歐美 科技 員工 還 能 爽 領 嗎
Tech_Job,討論 科技業 傳產 輪班 可以 做 幾 歲
Tech_Job,請益 該 離開 軟體 開發 轉 業務 職 嗎 presales
Tech_Job,新聞 阿特曼 openai 站 歷史 錯誤 一 邊 需 思考
Tech_Job,新聞 伺服器 到 商廠 辦 台灣 如何 成為 國際
Tech_Job,公告 警告
Tech_Job,討論 有 公司 年終 分 年 前 年 後 發 嗎
Tech_Job,新聞 川普 喊 徵 台積電 關稅 外資 台積電 壓
Tech_Job,新聞 張忠謀 曝 台積電 當年 裁員 風波 張淑芬 買
Tech_Job,新聞 張忠謀 教 你 兩 個 主管 缺 一 個 帶 二萬 人
Tech_Job,討論 盜用 貓咪 釣魚 梗 圖 揭 惡劣 手法
Tech_Job,新聞 年 收 2百萬 內科 工程師 變 雨傘 針孔 狼 拍
Tech_Job,討論 科技業 同仁 晚上 還 會 進修
Tech_Job,討論 台灣 如何 回應 關稅
Tech_Job,新聞 推 白菜價 服務
Tech_Job,新聞 開放 員工 自願 離職
Tech_Job,新聞 快訊 輝達 宣布 可
Tech_Job,新聞 義大利 監管 機構 因 資料 保護 問題 封鎖 中國 ai
Tech_Job,請益 有 ai 後 英文 能力 還 會 必要 條件 嗎
Tech_Job,新聞 微軟 表現 平淡 估 雲端 業務 不如 預
Tech_Job,新聞 通用 夢 碎 微軟 也 虧錢 特斯拉
Tech_Job,新聞 川普 政府 表示 2月 1日 起 中國 加徵 關稅
Tech_Job,新聞 快 新聞 黃仁勳 川普 會面 結束 擬 進一
Tech_Job,討論 研發 回 台灣 製造 回 美國 不見得 壞事
Tech_Job,情報 川普 宣布 起 晶片 課 關稅
Tech_Job,新聞 伊朗 偷偷 用 網路 釣魚 寫 腳本 被
Tech_Job,新聞 台積 工程師 來 家長 搶 卡位 高雄 首 間 園
Tech_Job,新聞 川普 見 黃仁勳 輝達 證實 加強 美國 技術
Tech_Job,新聞 海軍 開出 第1 槍 全面 禁止 使用 deepseek
Tech_Job,新聞 不 你 無法 用 美元 複製 一 個
Tech_Job,討論 台灣 為什麼 搞 不 出 deepseek
Tech_Job,新聞 涉 不當 獲取 openai 數據 微軟 調查
Tech_Job,新聞 阿里巴巴 發佈 人工 智慧 模型 稱 超越
Tech_Job,情報 繞過 自己 優化 底層 編程 語言
Tech_Job,新聞 川普 稱 半導體 課 關稅 台灣 政府 回應
Tech_Job,請益 會不會 反 加大 中美 差距
Tech_Job,新聞 川普 祖克柏 握手言和 內幕 曝 meta 同意
Tech_Job,新聞 標榜 低成本 美 準 商務部長 偷來
Tech_Job,新聞 美國 準商務部長 台積電 利用 美國 美 手
Tech_Job,新聞 回應 川普 調 晶片 關稅 總統 台灣 面臨 挑
Tech_Job,徵才 機械 機構 工程師
Tech_Job,心得 非 自願 離職 資遣 權益 分享
Tech_Job,新聞 爆紅 引 熱議 傳 偷用 5萬 顆 輝
Tech_Job,討論 超導 技術 誰 能 笑 到 最後
Tech_Job,新聞 爆紅 引 熱議 傳 偷用 5萬 顆 輝達 h 10
Tech_Job,情報 不只 人工 智慧 中國 各 領域 都 非常 強 還 有 人
Tech_Job,討論 deepseek 上 能否 取代 gpu
Tech_Job,新聞 成本 低 引起 科技圈 震撼 deepseek 令
Tech_Job,新聞 川普 再 提 台灣 晶片 生意 去 台灣
Tech_Job,新聞 市值 蒸發 輝達 聲明 deepseek 未
Tech_Job,新聞 中國 標榜 低成本 業界 懷疑
Tech_Job,新聞 稱 台灣 掌控 晶片 市場 川普 祭 重 拳 我
Tech_Job,新聞 點名 台灣 晶片 川普 很 快 將 半導體
Tech_Job,心得 數學 問問
Tech_Job,討論 未來 還 會 出現 一 縣市 一 台積 現象 嗎
Tech_Job,新聞 除夕夜 驚傳 竹科 瞬間 壓降 工程師 嚇到 拋下
Tech_Job,討論 京劇 矽谷 驚 雷
Tech_Job,新聞 鴻海 運動 嘉年華 大 巨蛋 登場 名 員工
Tech_Job,情報 開獎
Tech_Job,情報 海邊 開獎
Tech_Job,請益 立地 名碩 4 大 4 中 2 科碩 押寶
Tech_Job,新聞 馬斯克 宣稱 計畫 資金 不足 opena
Tech_Job,新聞 郭明錤 奇景 光電 為 台積電 矽光子 關鍵 ai 上
Tech_Job,情報 神秘 頂級 傳產 開獎
Tech_Job,新聞 中國 公司 令 矽谷 震驚
Tech_Job,請益 新竹 矽創
Tech_Job,問卷 主管 情緒 勒索 不當 行為 員工 影響 調查
Tech_Job,新聞 德州 儀器 財報 本 季 業績 展望 不佳
Tech_Job,情報 實驗性 整合 deepseek 模
Tech_Job,新聞 楊立昆 解讀 不 中國 ai 超越 美國
Tech_Job,新聞 美媒 白宮 研議 甲骨文 接手
Tech_Job,請益 有關 擷發 科技
Tech_Job,情報 開獎
Tech_Job,新聞 突然 爆紅 deepseek 嚇壞 矽谷 美股 期指
Tech_Job,新聞 deepseek 走紅 開發 者 95 後 天才 少
Tech_Job,活動 半導體 電子 科技 徵才 博覽會
Tech_Job,心得 鴻海 嘉年華 抽中 不 然後 資遣 你
Tech_Job,討論 各位 明天 怎麼 避免 南下 塞車
Tech_Job,請益 台積電 履歷 送出 才 發現 email 打錯
Tech_Job,討論 美國 政府 攜手 openai 甲骨文 軟銀 加速 a
Tech_Job,請益 新鮮人 of fer 請益 美光 世界 先進
Tech_Job,面試 德律 現職
Tech_Job,新聞 王雪紅 發 內部 信 vive 品牌 等 維持 不變
Tech_Job,問卷 科技業 從業 人員 職涯 發展 動機 研究 問卷
Tech_Job,請益 我 小 笨兔 嗚
Tech_Job,新聞 看 不 到 台積電 車尾燈 三星 晶圓 代工 大砍
Tech_Job,新聞 菲律賓 逮捕 中國 間諜 吸引 不起眼 工程師
Tech_Job,新聞 台積電 晶圓廠 今天 可 大致 復原 嘉義 地
Tech_Job,討論 產 學 合作 被 leader 言語 騷擾 會 回報 老師 嗎
Tech_Job,新聞 企業 想 成為 生成式 ai 先行 者 杜奕瑾 提 3 大
